airline_sentiment,text
negative,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo
negative,"@United - routing a person from Houston to Newark, NJ  and then to SFO is not acceptable."
neutral,@united Phone
negative,"@united Freakin"""
neutral,@united Pick
negative,@united Suck
negative,@united 25 minute hold is 1 hr. 25 min. @ABC11_WTVD
negative,@united 20 yrs of flying Continental/united exclusively I get why everyone hates you - fl1289sfo/EWR #getmeoffrhisFUCKINplane
neutral,@united 24 seats available on the 2:15 pm from ORD to RDU...I need 2 seats please
negative,@united I'm still trying to get things worked out and you have yet to respond back.
negative,"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #."
negative,@united 25 min hold has now progressed to over an hour...919-675-0985
negative,@united YOU SUCK!
negative,"@united yo, you need a new website really badly. This day and age..."
neutral,@united if I was rebooked do I have to pick up my luggage?
negative,@united how can u not have gate ready or gate agent for going on hour two
negative,@united just DM'd
negative,@united had a different fiasco on my outward trip and was rebooked on to qantas lax-Syd. No FF miles show up in my account for that :(
neutral,@united I am following - you need to follow me for DM?
negative,@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min
negative,"@united not a good day to fly u, two delayed flights still on plane at Ewr waiting over 1,5 hours for gate get to gate no gate agent."
neutral,@united just called and did it. Should have earlier because I'm being sent to DCA first and THEN to pvd. We may rent a car instead.
negative,"@united my luggage is set to go to DCA however, I am rerouted to Dulles. Currently in NOLO however bags are in Houston. Can you fix this?"
neutral,@united I went from Sacramento to Minneapolis at the end of October 2014 in business class.
negative,@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.
negative,@united I hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots. #UnitedAirlinesSucks
positive,@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk
negative,@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou
negative,@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. Terrible customer experience
negative,@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv
negative,@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm
negative,"@united considering I'm now stuck in Newark with virtually sleep in 30+ hours, I doubt it :/ hope car rentals are available"
neutral,@united I see several economy plus can you put us in those. We don't have to be seated together
positive,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy)
neutral,@united I see you coming to get me and @AggieMensGolf in Hawaii! #12thMan http://t.co/G8DKa3Edhf
negative,@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!
negative,@united do you expect to Cancelled Flight flights out of @DENAirport tomorrow morning given the storm?
negative,@United also ran out of water and refused service #costumerservice #legit #jk
neutral,@united I have a question
negative,@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney
negative,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?"
neutral,@united I see two flights with two seats in the morning can we get on those
negative,@united 6377 and now they sent our green tagged bags to the luggage carousel. It's been one mess up after another. Bad day @united
negative,@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies
negative,@united the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.
negative,"@united sitting in Denver airport waiting for a plane to be refueled. For an hour and a half! Hurry the fuck up United, you fucking retards"
neutral,@united we will be at the airport first thing in the morning
negative,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat
negative,@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter
neutral,@united Doesn't have to be same flight 2 and 2 will work also
negative,@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan
negative,@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed
negative,@united please get me off this plane #UA57
neutral,@united yes. On a nonstop to Memphis tomorrow morning. With the snow coming in I got my fingers crossed it will go.
neutral,@united traveling with 3 young kids!! Chose our original flights for a reason.
negative,@united have since dropped to 2 layovers but still not acceptable.
negative,@united our 1 layover itinerary was swapped for a 3 layover itinerary - really?!?
negative,"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed"
